0.1192157	-0.031339057	0.088384755	-0.04253195	0.031460833	0.02972674	0.05578549	-0.01958215	0.034400072	0.064905114	0.013530855	-0.04763667	0.099644385	0.08073775	-0.0036839698	0.025574602
0.115036614	0.016554926	0.04412439	-0.10634471	0.009816882	0.047884613	0.041936874	-0.040724456	0.07739661	0.113782115	-0.006111394	-0.06665525	0.055963896	0.029920302	0.021917915	0.07732983
0.07186549	0.054226395	0.024323374	-0.101293445	0.067397594	0.07182264	0.021280987	-0.021266554	0.004222788	0.051189106	0.02332679	-0.068700135	0.043394733	0.14609545	0.0015641769	0.15305007
0.08647161	0.008510039	0.058103565	-0.03162871	0.06395103	-0.0011526174	0.045835067	-0.05862591	-0.0119110225	0.14046958	0.035376888	-0.019116705	0.035025466	0.07478206	0.0356701	0.12002648
-0.0027497173	-0.026172815	0.07066063	-0.023602758	0.081942834	-0.023549598	0.084558964	0.0011642927	0.012048315	0.089343004	0.010216878	-0.0531636	0.079332516	0.08430007	-0.036752697	0.06868528
0.09772317	-0.007602388	0.065990925	0.013688992	0.082937986	0.09480223	0.0062340917	-0.04740941	0.031404037	0.10524881	0.0069874534	-0.05830141	0.060313318	0.06253225	0.09836912	0.098217994
0.14853509	-0.00041483235	0.054993942	-0.016109651	0.07268972	0.048891254	0.03785926	-0.026280923	0.046271443	0.049897682	0.033316627	-0.079110146	0.00792441	0.11438872	-0.026931323	0.12819743
0.028257048	-0.032609634	0.044238064	-0.017151924	-0.026313122	0.059382826	0.018481744	-0.025081573	0.022516092	0.07127335	0.0137695605	-0.068326585	0.020407047	0.0091553135	0.05572276	0.12456558
0.040538665	0.0061723194	0.047235217	-0.018105183	0.029839868	0.021707224	0.0510059	-0.086078666	-0.04307962	0.044856686	-0.0025974435	-0.051737633	0.0626312	0.026532909	0.042401046	0.057714894
0.13970684	0.08587713	0.055061836	-0.07587279	0.01765362	-0.020281743	0.008077789	-0.018482499	-0.06163354	0.021418223	0.010721967	-0.13975516	0.035263818	0.040435277	0.025481327	0.049967233
0.1678131	0.010663446	-0.029427083	-0.093150675	-0.01648658	-0.031114597	0.01244183	0.05568264	0.03497543	0.01824326	-0.014845884	-0.027417995	0.06865791	0.030933041	0.049862843	-0.021498308
0.08032818	-0.022462416	0.0966623	0.03158295	0.035696648	-0.019843642	0.026415067	0.05074074	0.049703833	0.03942479	0.018664561	-0.036029007	-0.0005825232	0.057269886	0.08468813	0.07410305
0.0019983307	-0.043478828	0.038278226	-0.08334047	0.01203742	0.0045781163	0.021258416	-0.06884444	0.03639805	0.124653324	0.056893002	0.040682897	-0.0098111285	0.048295777	0.034792304	0.03629802
0.03843362	-0.033040285	0.094426274	-0.012187766	-0.048643015	0.043000225	0.057502043	0.010543576	-0.015303535	0.09166195	-0.009851811	0.0062422864	-0.06022963	0.0862852	-0.014757364	0.027961744
0.011240871	0.01393272	0.030660821	-0.06529966	0.06978155	0.06824156	0.08743657	-0.100796215	0.028577447	-0.0054644183	-0.032068003	-0.012747258	0.035784606	-0.008544792	0.014605516	0.07408624
